SL.no,Date,Zone,Scope,Engineer,Project,BOQ,Subproduct-Description,Typology,Batch Qty,CL No,PI NO,Actual Qty,HO Qty,Actual Sqm,HO Sqm
4667,01/09/2025,Blue-2,ACP,MD Irshad,CVH,Modular ACP,Double Panel,Non Typical,29,TA-VB19-ACL-011,PI/03609,2,0,4.9459,0
4668,01/09/2025,Blue-2,ACP,MD Irshad,CVH,PODIUM ACP,Vertical ACP,Typical,21,CVH-PD-VB-ACL-002,PI/03541,4,0,11.3488,0
4669,01/09/2025,Blue-2,ACP,MD Irshad,CVH,Modular ACP,L Type,Non Typical,29,TA-VB21-ACL-007,PI/03609,1,0,3.7162,0
4670,01/09/2025,Blue-4,ACP,MD Irshad,CVH,Modular ACP,Typical,Typical,36,"TB-VB27,31,35-ACL-010",PI/03183,2,0,2.3621,0
4671,01/09/2025,Blue-4,ACP,MD Irshad,CVH,Modular ACP,Typical,Typical,36,"TB-VB29,33,37-ACL-010",PI/03183,3,0,3.5431,0
4672,01/09/2025,Blue-4,ACP,MD Irshad,CVH,Modular ACP,Typical,Typical,36,"TB-VB01,05,09-ACL-010",PI/03183,1,0,1.181,0
4673,01/09/2025,Blue-3,ACP,MD Irshad,MS9,HORIZONTAL,ACP Cladding,Typical,3,WO-HB17-ACL-001,PI/03621,3,3,3.1496,3.1496
4674,01/09/2025,Blue-1,ACP,MD Irshad,DIC Factory,Conventional ACP,Typical,Typical,504,CANOPY-ACL-001,PI/02864,0,190,0,159.5489
4675,01/09/2025,Blue-4,ACP,MD Irshad,S Tower ,ROOF COPING,ACP Cladding,Typical,79,CL-595,PI/03602,0,58,0,116.9463
4676,01/09/2025,Blue-2,ACP,MD Irshad,CVH,Modular ACP,L Type,Non Typical,48,"TB-VB04,06,08,10-ACL-009",PI/03210,0,8,0,29.6136
4677,01/09/2025,Blue-2,ACP,MD Irshad,CVH,Modular ACP,L Type,Non Typical,48,"TB-VB28,30,32,34-ACL-009",PI/03210,0,8,0,29.6136
4678,01/09/2025,Blue-1,ACP,MD Irshad,CVH,Modular ACP,L Type,Non Typical,48,"TB-VB04,08-ACL-010",PI/03210,0,4,0,14.8068
4679,01/09/2025,Blue-1,ACP,MD Irshad,CVH,Modular ACP,U Type,Non Typical,48,TB-VB02-ACL-010,PI/03210,0,2,0,11.3997
4680,01/09/2025,Blue-1,ACP,MD Irshad,CVH,Modular ACP,U Type,Non Typical,48,TB-VB26-ACL-009,PI/03210,0,2,0,11.3997
4681,01/09/2025,Blue-2,ACP,MD Irshad,CVH,Modular ACP,C Type,Non Typical,48,"TB-VB28,32-ACL-010",PI/03210,0,4,0,16.4108
4682,01/09/2025,Blue-2,ACP,MD Irshad,CVH,Modular ACP,C Type,Non Typical,48,"TB-VB30,34-ACL-010",PI/03210,0,1,0,4.1027
4683,01/09/2025,Blue-2,ACP,MD Irshad,CVH,Modular ACP,C Type,Non Typical,48,"TB-VB06,10-ACL-010",PI/03210,0,4,0,16.4108
4684,01/09/2025,BROWN,NON-SYSTEM,Ramki,CG,Private Yard,Gate,Non Typical,16,AL-PYG-002,PI/03763,16,0,11.741,0
4685,01/09/2025,BROWN,NON-SYSTEM,Ramki,SRV,Roof louver,Roof Louver,Non Typical,151,6A-RL-AL-002,PI/03239,104,0,158.047,0
4686,01/09/2025,BROWN,NON-SYSTEM,Ramki,A11,Balustrade,F Channel,Non Typical,632,A11-GB-AL-001/A11-GB-AL-002,PI/02134,108,194,85.497,153.578
4687,01/09/2025,BROWN,NON-SYSTEM,Ramki,SRV,Roof louver,Roof Louver,Non Typical,156,5AM-RL-AL-002 & 5AM-RL-AL-003,PI/03252,0,99,0,156.911
4688,01/09/2025,Green ,Doors,Rakesh,Sobha One,Substation Louver,Substation Louver ,Non Typical,3,ACL-007A,PI/03778,1,1,10.263,10.263
4689,01/09/2025,Green ,Doors,Rakesh,Sobha One,LSD,KIT,Typical,1243,CL-07,PI/12737,50,50,28.8,28.8
4690,01/09/2025,Green ,Doors,Rakesh,SRV,HD,OUTER,Typical,54,1038-LD-AL-009,PI/02800,2,27,2.014,27.195
4691,01/09/2025,Green ,Doors,Rakesh,CVH,HD,SHUTTER,Typical,180,1035-Z3.1.A-HDO-AL-102,PI/2249,0,11,0,16.31
4692,01/09/2025,Green ,Doors,Rakesh,A05,HD,OUTER,Typical,10,A05-HD0-AL-012&011,PI/03459,10,10,13.763,13.763
4693,01/09/2025,Green ,Doors,Rakesh,A12,HD,OUTER,Typical,10,A12-HDO-AL-008&007,PI/03643,10,10,13.763,13.763
4694,01/09/2025,Green ,Doors,Rakesh,Sys Dev,HD,OUTER,Typical,1,CL-82,PI/02625,1,0,1.421,0
4695,01/09/2025,Green ,Doors,Rakesh,Sys Dev,HD,Shutter,Typical,1,CL-82,PI/02625,1,0,0.71,0
4696,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,CVH,Curtain Wall,Non-Typical,Non Typical,30,TB-PWC03-AL-026,PI/02330,10,10,16.52,16.52
4697,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,CVH,Curtain Wall,Non-Typical,Non Typical,30,TB-PWC05-AL-025,PI/02330,0,10,0,16.52
4698,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,CVH,Curtain Wall,Non-Typical,Non Typical,30,TB-PW11C-AL-002,PI/02330,0,10,0,16.52
4699,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,A12,Curtain Wall,Non-Typical,Non Typical,310,A12-CW02-FS-AL-001,PI/12235,0,10,0,44.88
4700,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,A12,Curtain Wall,Non-Typical,Non Typical,310,A12-CW01-FS-AL-001,PI/12235,0,30,0,134.64
4701,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,A12,Curtain Wall,Non-Typical,Non Typical,310,A12-CW01-FS-AL-001,PI/12235,10,0,44.88,0
4702,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,Sobha One,Curtain Wall,Non-Typical,Non Typical,130,S1(P3)-CW-CL-711,PI/03337,27,27,121.18,121.18
4703,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,Sobha One,Curtain Wall,Non-Typical,Non Typical,130,S1(P3)-CW-CL-733,PI/03337,6,0,23.76,0
4704,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,Sobha One,Curtain Wall,Non-Typical,Non Typical,130,S1(P3)-CW-CL-730,PI/03337,7,0,31.42,0
4705,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,Sobha One,Curtain Wall,Non-Typical,Non Typical,42,S1-CW-CL-736,PI/02877,0,1,0,20.16
4706,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,Sobha One,Curtain Wall,Non-Typical,Non Typical,42,S1-CW-CL-790,PI/02877,0,1,0,22.67
4707,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,Sobha One,Curtain Wall,Non-Typical,Non Typical,42,S1-CW-CL-783,PI/02877,0,1,0,14.54
4708,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,Sobha One,Curtain Wall,Non-Typical,Non Typical,42,S1-CW-CL-802,PI/02877,0,1,0,9.25
4709,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,Sobha One,Curtain Wall,Non-Typical,Non Typical,42,S1-CW-CL-803,PI/02877,0,1,0,22.67
4710,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,SRV Club House,Curtain Wall,Non-Typical,Non Typical,24,CW-TYPE-J-AL-001,PI/03261,1,0,7.83,0
4711,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,SRV Club House,Curtain Wall,Non-Typical,Non Typical,24,CW-TYPE-A-AL-001,PI/03261,2,0,48.37,0
4712,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,SRV Club House,Curtain Wall,Non-Typical,Non Typical,24,CW-TYPE-L-AL-001,PI/03261,2,0,43.04,0
4713,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,SRV Club House,Curtain Wall,Non-Typical,Non Typical,24,CW-TYPE-T-AL-001,PI/03261,2,0,7.42,0
4714,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,SRV Club House,Curtain Wall,Non-Typical,Non Typical,24,CW-TYPE-N-AL-001,PI/03261,1,0,13.63,0
4715,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,SRV Club House,Curtain Wall,Non-Typical,Non Typical,24,CW-TYPE-E-AL-001,PI/03261,2,0,24.56,0
4716,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,SRV Club House,Curtain Wall,Non-Typical,Non Typical,24,CW-TYPE-U-AL-001,PI/03261,1,0,4.63,0
4717,01/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,SRV Club House,Curtain Wall,Non-Typical,Non Typical,24,CW-TYPE-B-AL-001,PI/03261,1,0,36.72,0
4718,01/09/2025,YELLOW DAY ,ACP,Renjith,CVH,PODIUM ACP,Vertical ACP,Typical,21,CVH-PD-VB-ACL-002,PI/03541,11,0,31.2092,0
4719,01/09/2025,YELLOW DAY ,ACP,Renjith,CG,Conventional ACP,Typical,Typical,90,CG-LB-EJ-ACP-ACL-003,PI/03499,1,0,1.4018,0
4720,01/09/2025,YELLOW DAY ,ACP,Renjith,MS9,Conventional ACP,Typical,Typical,213,WO-VB04A-ACP-001,PI/03776,12,0,21.0699,0
4721,01/09/2025,YELLOW DAY ,ACP,Renjith,CG,Aluminium Runner,Conventional ACP,Typical,6,AL-CL-517,PI/03622,6,0,0,0
4722,01/09/2025,YELLOW DAY ,ACP,Renjith,Sobha One,Modular ACP,Double Panel,Non Typical,64,ACL-1011,PI/02429,8,0,0,0
4723,01/09/2025,YELLOW DAY ,ACP,Renjith,Sobha One,Modular ACP,Double Panel,Non Typical,64,ACL-1017,PI/02429,1,0,0,0
4724,01/09/2025,YELLOW NIGHT ,ACP,Renjith,MS9,Conventional ACP,Typical,Typical,213,WO-VB04A-ACP-001,PI/03776,5,0,8.7791,0
4725,01/09/2025,YELLOW NIGHT ,ACP,Renjith,MS9,Conventional ACP,Typical,Typical,213,WO-VB08A-ACP-001,PI/03776,9,0,15.8024,0
4726,01/09/2025,YELLOW NIGHT ,ACP,Renjith,Sobha One,Modular ACP,Typical,Typical,3,TE-VB113-ACL-003,PI/03739,1,0,0,0
4727,01/09/2025,YELLOW DAY ,ACP,Renjith,MS9,Conventional ACP,Runner,Typical,133,WO-VB-54-ALR-002,PI/03388,0,7,0,1.2733
4728,01/09/2025,YELLOW DAY ,ACP,Renjith,MS9,Conventional ACP,Runner,Typical,133,WO-VB-58-ALR-002,PI/03388,0,7,0,1.2733
4729,01/09/2025,YELLOW DAY ,ACP,Renjith,MS9,Conventional ACP,Runner,Typical,133,WO-VB-66-ALR-002,PI/03388,0,7,0,1.2733
4730,01/09/2025,YELLOW DAY ,ACP,Renjith,MS9,Conventional ACP,Runner,Typical,133,WO-VB14-ALR-002,PI/03388,0,7,0,1.2733
4731,01/09/2025,YELLOW DAY ,ACP,Renjith,MS9,Conventional ACP,Runner,Typical,133,WO-VB-50-ALR-002,PI/03388,0,7,0,1.2733
4732,01/09/2025,YELLOW DAY ,ACP,Renjith,MS9,Conventional ACP,Runner,Typical,133,WO-VB-18-ALR-002,PI/03388,0,7,0,1.2733
4733,01/09/2025,YELLOW DAY ,ACP,Renjith,MS9,Conventional ACP,Runner,Typical,133,WO-VB-62-ALR-002,PI/03388,0,7,0,1.2733
4734,01/09/2025,YELLOW DAY ,ACP,Renjith,MS9,Conventional ACP,Runner,Typical,133,WO-VB-08-ALR-002,PI/03388,0,7,0,1.2733
4735,01/09/2025,YELLOW DAY ,ACP,Renjith,MS9,Conventional ACP,Runner,Typical,133,WO-VB-64-ALR-002,PI/03388,0,7,0,1.2733
4736,01/09/2025,YELLOW DAY ,ACP,Renjith,MS9,Conventional ACP,Runner,Typical,133,WO-VB20-ALR-002,PI/03388,0,7,0,1.2733
4737,01/09/2025,YELLOW DAY ,ACP,Renjith,MS9,Conventional ACP,Runner,Typical,133,WO-VB24-ALR-002,PI/03388,0,7,0,1.2733
4738,01/09/2025,YELLOW DAY ,ACP,Renjith,MS9,Conventional ACP,Runner,Typical,133,WO-VB22-ALR-002,PI/03388,0,7,0,1.2733
4739,02/09/2025,Blue-1,ACP,MD Irshad,MS9,Horizontal ACP,Typical,Typical,176,WO-HB35-ACL-006,PI/03654,18,0,29.7815,0
4740,02/09/2025,Blue-1,ACP,MD Irshad,MS9,Horizontal ACP,Typical,Typical,176,WO-HB31-ACL-006,PI/03654,9,0,14.8908,0
4741,02/09/2025,Blue-1,ACP,MD Irshad,MS9,Horizontal ACP,Typical,Typical,176,WO-HB39-ACL-004,PI/03654,8,0,13.2362,0
4742,02/09/2025,Blue-3,ACP,MD Irshad,Crest,Conventional ACP,Replacement ACP,Typical,9,TB-VB-24-020,PI/02496,4,0,11.202,0
4743,02/09/2025,Blue-3,ACP,MD Irshad,CVH,Modular ACP,L Type,Non Typical,29,TA-VB26-ACL-007,PI/03609,1,0,3.2618,0
4744,02/09/2025,Blue-3,ACP,MD Irshad,MS9,Modular ACP,Typical,Typical,298,WO-VB68-ACL-009,PI/02748,4,0,13.0441,0
4745,02/09/2025,Blue-3,ACP,MD Irshad,MS9,Conventional ACP,Typical,Typical,213,WO-VB08A-ACP-001,PI/03776,4,0,7.0233,0
4746,02/09/2025,Blue-4,ACP,MD Irshad,CVH,Modular ACP,Typical,Typical,36,"TB-VB27,31,35-ACL-010",PI/03183,2,0,2.5175,0
4747,02/09/2025,Blue-4,ACP,MD Irshad,CVH,Modular ACP,Typical,Typical,36,"TB-VB01,05,09-ACL-010",PI/03183,4,0,4.7242,0
4748,02/09/2025,Blue-4,ACP,MD Irshad,CVH,Modular ACP,Typical,Typical,36,TB-VB37-ACL-009,PI/03183,2,0,2.3621,0
4749,02/09/2025,Blue-4,ACP,MD Irshad,CVH,Modular ACP,Typical,Typical,36,TB-VB01-ACL-009,PI/03183,2,0,2.3621,0
4750,02/09/2025,Blue-4,ACP,MD Irshad,CVH,Modular ACP,Typical,Typical,36,"TB-VB29,33,37-ACL-010",PI/03183,3,0,3.5431,0
4751,02/09/2025,Blue-4,ACP,MD Irshad,CVH,Modular ACP,Typical,Typical,36,"TB-VB07,11,13-ACL-010",PI/03183,6,0,7.0862,0
4752,02/09/2025,Blue-4,ACP,MD Irshad,CVH,Modular ACP,Typical,Typical,36,TB-VB03-ACL-010,PI/03183,2,0,2.3621,0
4753,02/09/2025,Blue-1,ACP,MD Irshad,CVH,Horizontal ACP,Typical,Typical,108,1035-TWB-ACP-043,PI/03578,0,28,0,54.0673
4754,02/09/2025,Blue-3,ACP,MD Irshad,CVH,Horizontal ACP,Typical,Typical,108,1035-TWB-ACP-043,PI/03578,0,30,0,57.8642
4755,02/09/2025,Blue-1,ACP,MD Irshad,CVH,Horizontal ACP,Typical,Typical,108,1035-TWB-ACP-043,PI/03578,0,8,0,15.4305
4756,02/09/2025,Blue-2,ACP,MD Irshad,MS9,Horizontal ACP,Typical,Typical,176,WO-HB41-ACL-004,PI/03654,11,0,18.1998,0
4757,02/09/2025,Blue-2,ACP,MD Irshad,MS9,Horizontal ACP,Typical,Typical,176,WO-HB35-ACL-006,PI/03654,10,0,16.5453,0
4758,02/09/2025,Blue-2,ACP,MD Irshad,MS9,Horizontal ACP,Typical,Typical,176,WO-HB39-ACL-004,PI/03654,19,0,31.4361,0
4759,02/09/2025,YELLOW DAY ,ACP,Renjith,MS9,Conventional ACP,Typical,Typical,213,WO-VB66A-ACP-001,PI/03776,20,0,35.1165,0
4760,02/09/2025,YELLOW DAY ,ACP,Renjith,MS9,Conventional ACP,Typical,Typical,213,WO-VB02A-ACP-001,PI/03776,32,0,56.1863,0
4761,02/09/2025,YELLOW DAY ,ACP,Renjith,Sobha One,Modular ACP,Double Panel,Non Typical,64,ACL-1009,PI/02429,8,0,0,0
4762,02/09/2025,YELLOW DAY ,ACP,Renjith,Sobha One,Modular ACP,Double Panel,Non Typical,64,ACL-1007,PI/02429,4,0,0,0
4763,02/09/2025,YELLOW NIGHT ,ACP,Renjith,CVH,Horizontal ACP,Typical,Typical,108,1035-TWB-ACP-043,PI/03578,0,5,0,9.6549
4764,02/09/2025,YELLOW DAY ,ACP,Renjith,CVH,Horizontal ACP,Typical,Typical,108,1035-TWB-ACP-043,PI/03578,0,23,0,44.4124
4765,02/09/2025,YELLOW NIGHT ,ACP,Renjith,CVH,Horizontal ACP,Typical,Typical,108,1035-TWB-ACP-043,PI/03578,0,13,0,25.1027
4766,02/09/2025,YELLOW NIGHT ,ACP,Renjith,MS9,Conventional ACP,Typical,Typical,213,WO-VB06A-ACP-001,PI/03776,6,0,10.5349,0
4767,02/09/2025,YELLOW NIGHT ,ACP,Renjith,Sobha One,Modular ACP,Typical,Typical,72,TE-VB113-ACL-003,PI/03739,7,0,0,0
4768,02/09/2025,YELLOW NIGHT ,ACP,Renjith,MS9,Conventional ACP,Runner,Typical,30,WO-VB-8A-ALR-001,PI/03672,6,0,9.2422,0
4769,02/09/2025,YELLOW NIGHT ,ACP,Renjith,S Tower ,ROOF COPING,ACP Cladding,Typical,79,CL-596,PI/03602,20,20,40.3263,40.3263
4770,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,Sobha One,Curtain Wall,Non-Typical,Non Typical,130,S1(P3)-CW-CL-683,PI/03337,9,9,39.57,39.57
4771,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,Sobha One,Curtain Wall,Non-Typical,Non Typical,130,S1(P3)-CW-CL-682,PI/03337,27,27,116.88,116.88
4772,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,Sobha One,Curtain Wall,Non-Typical,Non Typical,130,S1(P3)-CW-CL-669,PI/03337,6,6,27.02,27.02
4773,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,Sobha One,Curtain Wall,Non-Typical,Non Typical,130,S1(P3)-CW-CL-710,PI/03337,7,7,31.53,31.53
4774,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,Sobha One,Curtain Wall,Non-Typical,Non Typical,130,S1(P3)-CW-CL-765,PI/03337,2,2,10.36,10.36
4775,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,CVH,Curtain Wall,Non-Typical,Non Typical,8,TB-M-CW08-AL-001,PI/02995,1,1,18.23,18.23
4776,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,CVH,Curtain Wall,Non-Typical,Non Typical,8,TB-M-CW05-AL-001,PI/02995,1,1,13.05,13.05
4777,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,CVH,Curtain Wall,Non-Typical,Non Typical,8,TB-M-CW04-AL-001,PI/02995,1,1,23.23,23.23
4778,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,CVH,Curtain Wall,Non-Typical,Non Typical,8,TB-M-CW01-AL-001,PI/02995,1,1,21.64,21.64
4779,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,CVH,Curtain Wall,Non-Typical,Non Typical,8,TB-M-CW16-AL-001,PI/02995,1,1,18.23,18.23
4780,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,CVH,Curtain Wall,Non-Typical,Non Typical,8,TB-M-CW13-AL-001,PI/02995,1,1,13.03,13.03
4781,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,CVH,Curtain Wall,Non-Typical,Non Typical,8,TB-M-CW12-AL-001,PI/02995,1,1,23.23,23.23
4782,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,CVH,Curtain Wall,Non-Typical,Non Typical,8,TB-M-CW09-AL-001,PI/02995,1,1,21.64,21.64
4783,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,A06,Curtain Wall,Non-Typical,Non Typical,17,AO6-CW05-SCH-AL-001,PI/02765,10,0,47.73,0
4784,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,Global Square,Curtain Wall,Non-Typical,Non Typical,1,UCW-AL-MX-003,PI/03074,1,0,0.87,0
4785,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,Sobha One,Curtain Wall,Non-Typical,Non Typical,42,S1-CW-CL-744,PI/02877,0,2,0,9.08
4786,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,Sobha One,Curtain Wall,Non-Typical,Non Typical,42,S1-CW-CL-737,PI/02877,0,3,0,60.47
4787,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,Sobha One,Curtain Wall,Non-Typical,Non Typical,42,S1-CW-CL-804,PI/02877,0,1,0,5.06
4788,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,Sobha One,Curtain Wall,Non-Typical,Non Typical,42,S1-CW-CL-786,PI/02877,0,1,0,14.82
4789,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,JLT,Curtain Wall,Non-Typical,Non Typical,13,JLT-WW-09-AL-07,PI/03179,0,5,0,128.38
4790,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,SRV Club House,Curtain Wall,Non-Typical,Non Typical,24,CW-TYPE-E-AL-001,PI/03261,0,0,0,0
4791,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,A11,Curtain Wall,Non-Typical,Non Typical,12,A11-CW01-X7-SCH-AL-001,PI/03341,0,0,0,0
4792,02/09/2025,Navy Blue & (Orange),WW/SCW,Thangavel,CVH,Curtain Wall,Non-Typical,Non Typical,1,POD-PWC-AL-002,PI/02665,0,0,0,0
4793,02/09/2025,Green ,Doors,Rakesh,Sobha One,Substation Louver,Substation Louver ,Non Typical,3,ACL-007A,PI/03778,1,1,10.263,10.263
4794,02/09/2025,Green ,Doors,Rakesh,SRV,HD,SHUTTER,Typical,54,1038-LD-AL-009,PI/02800,15,39,15.108,39.282
4795,02/09/2025,Green ,Doors,Rakesh,CMV,HD,Outer,Typical,45,CL-59,PI/01166,3,3,6.795,6.795
4796,02/09/2025,Green ,Doors,Rakesh,A11,HD,SHUTTER,Typical,83,A11-HDO-AL-008 to A11-HDO-AL-007,PI/02850,60,0,42.739,0
4797,02/09/2025,Green ,Doors,Rakesh,CMV,Curtain Wall,OVAL ,Non Typical,16,CL-17,PI/12614,10,10,13.316,13.316
4798,02/09/2025,BROWN,NON-SYSTEM,Ramki,MS9,Roof louver,Mullion,Non Typical,146,CL-39,PI/03577,2,0,31.029,0
4799,02/09/2025,BROWN,NON-SYSTEM,Ramki,MS9,Roof louver,Transom,Non Typical,146,CL-39,PI/03577,2,0,31.029,0
4800,02/09/2025,BROWN,NON-SYSTEM,Ramki,A11,Balustrade,F Channel,Non Typical,632,A11-GB-AL-001/A11-GB-AL-002,PI/02134,111,105,87.872,83.122
4801,02/09/2025,BROWN,NON-SYSTEM,Ramki,CG,Private Yard,Gate,Non Typical,16,AL-PYG-002,PI/03763,0,16,0,11.741
4802,02/09/2025,BROWN,NON-SYSTEM,Ramki,SRV,Roof louver,Roof Louver,Non Typical,151,"5F-RL-AL-001, 6A-RL-AL-002, 6A-RL-AL-001, 6AM-RL-AL-002",PI/03239,0,70,0,106.378
4803,02/09/2025,White,ACP,Mr.SYED,Sobha One,Modular ACP,ACP Bracket,Typical,486,ACL-1153 & ACL-1050,PI/3328,810,810,26.63,26.63
4804,02/09/2025,White,ACP,Mr.SYED,CG,Modular ACP,ACP Runner,Typical,72,"CG-HB-127,128-ACL-001A",PI/3886,48,48,1.35,1.35
4805,02/09/2025,White,ACP,Mr.SYED,Sobha One,Modular ACP,ACP Bracket,Typical,1188,ACL-1042 & ACL-1043,PI/3221,594,594,19.53,19.53
4806,02/09/2025,White,WW/SCW,Mr.SYED,Sobha One,Curtain Wall,Flashing,Typical,92,S1-P3-CW-CL-TF-04,PI/3720,0,0,0,0
4807,02/09/2025,White,NON-SYSTEM,Mr.VINOTH,MS9,Fin,Brackets,Typical,1405,CL-37,PI/3438,1566,1566,76.11,76.11
4808,02/09/2025,White,NON-SYSTEM,Mr.VINOTH,CVH,Balustrade,Top Rail,Typical,778,CVH-BAL-AL-001,PI/3601,163,163,51.35,51.35
4809,03/09/2025,Blue-1,ACP,MD Irshad,MS9,Horizontal ACP,Typical,Typical,176,WO-HB35-ACL-006,PI/03654,4,0,6.6181,0
4810,03/09/2025,Blue-1,ACP,MD Irshad,MS9,Horizontal ACP,Typical,Typical,176,WO-HB39-ACL-004,PI/03654,3,0,4.9636,0
4811,03/09/2025,Blue-1,ACP,MD Irshad,MS9,Horizontal ACP,Typical,Typical,176,WO-HB27-ACL-004,PI/03654,22,0,36.3997,0
4812,03/09/2025,Blue-1,ACP,MD Irshad,MS9,Horizontal ACP,Typical,Typical,176,WO-HB41-ACL-004,PI/03654,2,0,3.3091,0
4813,03/09/2025,Blue-1,ACP,MD Irshad,MS9,Horizontal ACP,Typical,Typical,176,WO-HB37-ACL-004,PI/03654,11,0,18.1998,0
4814,03/09/2025,Blue-3,ACP,MD Irshad,MS9,Horizontal ACP,Typical,Typical,176,WO-HB31-ACL-006,PI/03654,11,0,18.1998,0
4815,03/09/2025,Blue-3,ACP,MD Irshad,MS9,Horizontal ACP,Typical,Typical,176,WO-HB33-ACL-004,PI/03654,11,0,18.1998,0
4816,03/09/2025,Blue-3,ACP,MD Irshad,CVH,Modular ACP,Typical,Typical,36,TB-VB25-ACL-009,PI/03183,2,0,2.4839,0
4817,03/09/2025,Blue-3,ACP,MD Irshad,CVH,Modular ACP,Typical,Typical,36,"TB-VB27,31,35-ACL-010",PI/03183,2,0,2.5175,0
4818,03/09/2025,Blue-3,ACP,MD Irshad,CVH,Modular ACP,Typical,Typical,36,TB-VB13-ACL-009,PI/03183,2,0,2.4839,0
4819,03/09/2025,Blue-2,ACP,MD Irshad,DIC Factory,Conventional ACP,Typical,Typical,504,CANOPY-ACL-001,PI/02864,21,0,17.6344,0
4820,03/09/2025,Blue-3,ACP,MD Irshad,MS9,Conventional ACP,Typical,Typical,19,WO-VB68-ACP-001,PI/03589,0,10,0,28.9729
4821,03/09/2025,Blue-3,ACP,MD Irshad,MS9,Conventional ACP,Typical,Typical,19,WO-VB68-ACP-002,PI/03589,0,7,0,20.2811
4822,03/09/2025,Blue-3,ACP,MD Irshad,MS9,Conventional ACP,Typical,Typical,19,WO-VB68-ACP-004,PI/03589,0,2,0,3.8107
4823,03/09/2025,Blue-3,ACP,MD Irshad,JLT,Conventional ACP,Typical,Typical,2,JLT-CON-MOC-ACP-001,PI/03325,0,2,0,3.4973
4824,03/09/2025,Blue-2,ACP,MD Irshad,CG,Conventional ACP,Typical,Typical,90,CG-LB-EJ-ACP-ACL-003,PI/03499,1,65,1.4018,91.114
4825,03/09/2025,Blue-2,ACP,MD Irshad,CG,Conventional ACP,Typical,Typical,90,CG-LB-EJ-ACP-ACL-002,PI/03499,0,6,0,8.4105
4826,03/09/2025,Blue-2,ACP,MD Irshad,CG,Conventional ACP,Typical,Typical,90,CG-LB-EJ-ACP-ACL-001,PI/03499,0,6,0,8.4105
4827,03/09/2025,YELLOW DAY ,ACP,Renjith,MS9,Conventional ACP,Typical,Typical,213,WO-VB66A-ACP-001,PI/03776,10,0,17.5582,0
4828,03/09/2025,YELLOW DAY ,ACP,Renjith,MS9,Conventional ACP,Typical,Typical,213,WO-VB04A-ACP-001,PI/03776,8,0,14.0466,0
4829,03/09/2025,YELLOW DAY ,ACP,Renjith,MS9,Conventional ACP,Typical,Typical,213,WO-VB06A-ACP-001,PI/03776,3,0,5.2675,0
4830,03/09/2025,YELLOW DAY ,ACP,MD Irshad,MS9,Horizontal ACP,Typical,Typical,176,WO-HB29-ACL-004,PI/03654,11,0,12.1332,0
